id,date,type,program,set_one,rep_one,set_two,rep_two,set_three,rep_three,set_four,rep_four
793,6/26/2017,bench,Wendler1,0,0,0,0,0,0,0,0
794,6/26/2017,"low squat",Wendler1,160,5,180,5,205,5,0,0
795,7/3/2017,bench,Wendler2,0,0,0,0,0,0,0,0
796,7/3/2017,"low squat",Wendler2,170,3,195,3,220,4,0,0
797,7/6/2017,deadlift,Wendler2,210,3,240,3,265,4,0,0
798,7/6/2017,overhead,Wendler2,0,0,0,0,0,0,0,0
799,7/10/2017,bench,Wendler3,0,0,0,0,0,0,0,0
800,7/10/2017,"low squat",Wendler3,180,5,205,3,230,2,0,0
801,7/13/2017,deadlift,Wendler3,225,5,250,3,280,1,0,0
802,7/13/2017,overhead,Wendler3,0,0,0,0,0,0,0,0
803,7/17/2017,bench,Wendler4,0,0,0,0,0,0,0,0
804,7/17/2017,"low squat",Wendler4,0,0,0,0,0,0,0,0
805,7/20/2017,deadlift,Wendler4,0,0,0,0,0,0,0,0
806,7/20/2017,overhead,Wendler4,0,0,0,0,0,0,0,0
807,7/24/2017,bench,Wendler1,0,0,0,0,0,0,0,0
808,7/24/2017,"low squat",Wendler1,165,5,190,5,220,5,0,0
809,7/27/2017,deadlift,Wendler1,200,5,235,5,265,2,0,0
810,7/27/2017,overhead,Wendler1,0,0,0,0,0,0,0,0
811,7/31/2017,bench,Wendler2,0,0,0,0,0,0,0,0
812,7/31/2017,"low squat",Wendler2,180,3,205,3,230,3,0,0
813,8/3/2017,deadlift,Wendler2,215,3,250,3,280,3,0,0
814,8/3/2017,overhead,Wendler2,0,0,0,0,0,0,0,0
815,8/7/2017,bench,Wendler3,0,0,0,0,0,0,0,0
816,8/7/2017,"low squat",Wendler3,190,5,220,3,245,3,0,0
817,8/10/2017,deadlift,Wendler3,235,5,265,3,295,1,0,0
818,8/10/2017,overhead,Wendler3,0,0,0,0,0,0,0,0
819,8/14/2017,bench,Wendler4,0,0,0,0,0,0,0,0
820,8/14/2017,"low squat",Wendler4,0,0,0,0,0,0,0,0
821,8/17/2017,deadlift,Wendler4,0,0,0,0,0,0,0,0
822,8/17/2017,overhead,Wendler4,0,0,0,0,0,0,0,0
