id,date,weight,weight_avg,cal
782,7/4/2017,162,160.31,2675
783,7/5/2017,162,160.67,2680
784,7/6/2017,162,161.14,2695
785,7/7/2017,160,161.39,2580
786,7/8/2017,160,161.41,2650
787,7/9/2017,158,161.17,2735
788,7/10/2017,159,160.96,2615
789,7/11/2017,160,160.81,2645
790,7/12/2017,160,160.56,2760
791,7/13/2017,159,160.27,2900
792,7/14/2017,160,159.84,2695
793,7/15/2017,159,159.91,2810
794,7/16/2017,160,159.84,2510
795,7/17/2017,161,160.17,2695
796,7/18/2017,160,160.44,2690
797,7/19/2017,159,160.37,2875
798,7/20/2017,159,160.29,2725
799,7/21/2017,160,160.27,2455
800,7/22/2017,159,160.21,2680
801,7/23/2017,158,160.19,2710
802,7/24/2017,159,159.86,2770
803,7/25/2017,159,159.61,2665
804,7/26/2017,160,159.5,2960
805,7/27/2017,160,159.54,2480
806,7/28/2017,161,159.67,2645
807,7/29/2017,160,159.86,2660
808,7/30/2017,161,160.01,2690
809,7/31/2017,160,160.43,2650
810,8/1/2017,161,160.56,2770
811,8/2/2017,161,160.89,2660
812,8/3/2017,161,161.09,2725
813,8/4/2017,161,161.19,2725
814,8/5/2017,160,161.16,2715
815,8/6/2017,158,161.09,2720
816,8/7/2017,159,160.71,2720
817,8/8/2017,161,160.5,2725
818,8/9/2017,159,160.46,2750
819,8/10/2017,159,160.21,2610
820,8/11/2017,160,160.03,2840
821,8/12/2017,158,159.94,2740
822,8/13/2017,159,159.73,2710
823,8/14/2017,159,159.87,2735
824,8/15/2017,160,159.96,2735
825,8/16/2017,160,159.9,2695
826,8/17/2017,160,159.97,2635
827,8/18/2017,159,160.04,2445
828,8/19/2017,160,159.8,2615
829,8/20/2017,159,160.04,2680
830,8/21/2017,160,160.04,2865
831,8/22/2017,161,160.17,2535
832,8/23/2017,160,160.19,2710
833,8/24/2017,160,160.2,2715
834,8/25/2017,160,160.21,2740
835,8/26/2017,160,160.39,2930
836,8/27/2017,160,160.44,2495
837,8/28/2017,160,160.57,2685
838,8/29/2017,161,160.53,2675
839,8/30/2017,161,160.59,2705
840,8/31/2017,162,160.81,2735
841,9/1/2017,162,161.07,2705
842,9/2/2017,162,161.39,2635
843,9/3/2017,162,161.6,2710
844,9/4/2017,161,161.8,2550
845,9/5/2017,161,161.96,2510
846,9/6/2017,161,161.99,2650
847,9/7/2017,162,161.91,2585
848,9/8/2017,160,161.93,2665
849,9/9/2017,161,161.63,2650
