id,user_id,weight,reps,exercise_session_id
531,1,235,5,133
532,1,0,0,133
533,1,0,0,134
534,1,0,0,134
535,1,0,0,134
536,1,0,0,134
537,1,105,5,135
538,1,120,5,135
539,1,140,4,135
540,1,0,0,135
541,1,255,5,136
542,1,295,5,136
543,1,335,3,136
544,1,0,0,136
545,1,190,3,137
546,1,220,3,137
547,1,245,1,137
548,1,0,0,137
549,1,0,0,138
550,1,0,0,138
551,1,0,0,138
552,1,0,0,138
553,1,115,3,139
554,1,130,3,139
555,1,145,3,139
556,1,0,0,139
557,1,275,3,140
558,1,315,1,140
559,1,275,3,140
560,1,0,0,140
561,1,205,5,141
562,1,230,3,141
563,1,255,1,141
564,1,0,0,141
565,1,0,0,142
566,1,0,0,142
567,1,0,0,142
568,1,0,0,142
569,1,120,5,143
570,1,140,3,143
571,1,155,1,143
572,1,0,0,143
573,1,275,5,144
574,1,315,2,144
575,1,315,0,144
576,1,0,0,144
577,1,115,5,145
578,1,135,5,145
579,1,165,5,145
580,1,0,0,145
581,1,0,0,146
582,1,0,0,146
583,1,0,0,146
584,1,0,0,146
585,1,65,5,147
586,1,80,5,147
587,1,95,5,147
588,1,0,0,147
589,1,135,5,148
590,1,145,5,148
591,1,175,5,148
592,1,0,0,148
593,1,180,5,149
594,1,205,5,149
595,1,235,4,149
596,1,0,0,149
597,1,190,5,150
598,1,225,5,150
599,1,250,4,150
600,1,0,0,150
601,1,105,5,151
602,1,120,5,151
603,1,140,4,151
604,1,0,0,151
605,1,190,5,152
606,1,225,5,152
607,1,250,6,152
608,1,0,0,152
609,1,190,3,153
610,1,220,3,153
611,1,245,3,153
612,1,0,0,153
613,1,205,3,154
614,1,235,3,154
615,1,265,3,154
616,1,0,0,154
617,1,115,3,155
618,1,130,3,155
619,1,145,3,155
620,1,0,0,155
621,1,205,3,156
622,1,235,3,156
623,1,265,5,156
624,1,0,0,156
625,1,205,5,157
626,1,230,3,157
627,1,255,1,157
628,1,0,0,157
629,1,225,2,158
630,1,225,1,158
631,1,225,1,158
632,1,0,0,158
633,1,120,5,159
634,1,140,3,159
635,1,155,1,159
636,1,0,0,159
637,1,225,5,160
638,1,250,3,160
639,1,280,6,160
640,1,0,0,160
641,1,135,5,161
642,1,145,5,161
643,1,175,5,161
644,1,0,0,161
645,1,115,5,162
646,1,135,5,162
647,1,165,5,162
648,1,0,0,162
649,1,115,5,163
650,1,145,5,163
651,1,175,5,163
652,1,0,0,163
653,1,65,5,164
654,1,80,5,164
655,1,95,5,164
656,1,0,0,164
657,1,180,5,165
658,1,205,5,165
659,1,235,5,165
660,1,0,0,165
661,1,175,5,166
662,1,200,5,166
663,1,225,4,166
664,1,0,0,166
665,1,200,5,167
666,1,235,5,167
667,1,265,6,167
668,1,0,0,167
669,1,105,5,168
670,1,120,5,168
671,1,140,5,168
672,1,0,0,168
673,1,190,3,169
674,1,220,3,169
675,1,245,4,169
676,1,0,0,169
677,1,185,3,170
678,1,210,3,170
679,1,240,3,170
680,1,0,0,170
681,1,215,3,171
682,1,250,3,171
683,1,280,1,171
684,1,0,0,171
685,1,115,3,172
686,1,130,3,172
687,1,145,1,172
688,1,0,0,172
689,1,205,5,173
690,1,230,3,173
691,1,255,1,173
692,1,0,0,173
693,1,200,5,174
694,1,225,3,174
695,1,250,0,174
696,1,0,0,174
697,1,235,5,175
698,1,265,3,175
699,1,295,2,175
700,1,0,0,175
701,1,120,5,176
702,1,140,2,176
703,1,155,0,176
704,1,0,0,176
705,1,115,5,177
706,1,135,5,177
707,1,165,0,177
708,1,0,0,177
709,1,105,5,178
710,1,135,5,178
711,1,160,0,178
712,1,0,0,178
713,1,125,5,179
714,1,155,5,179
715,1,185,0,179
716,1,0,0,179
717,1,65,5,180
718,1,80,5,180
719,1,95,0,180
720,1,0,0,180
721,1,165,5,181
722,1,190,5,181
723,1,220,4,181
724,1,0,0,181
725,1,175,5,182
726,1,200,5,182
727,1,225,5,182
728,1,0,0,182
729,1,0,0,183
730,1,0,0,183
731,1,0,0,183
732,1,0,0,183
733,1,0,0,184
734,1,0,0,184
735,1,0,0,184
736,1,0,0,184
737,1,0,0,185
738,1,0,0,185
739,1,0,0,185
740,1,0,0,185
741,1,0,0,186
742,1,0,0,186
743,1,0,0,186
744,1,0,0,186
745,1,0,0,187
746,1,0,0,187
747,1,0,0,187
748,1,0,0,187
749,1,0,0,188
750,1,0,0,188
751,1,0,0,188
752,1,0,0,188
753,1,0,0,189
754,1,0,0,189
755,1,0,0,189
756,1,0,0,189
757,1,0,0,190
758,1,0,0,190
759,1,0,0,190
760,1,0,0,190
761,1,0,0,191
762,1,0,0,191
763,1,0,0,191
764,1,0,0,191
765,1,0,0,192
766,1,0,0,192
767,1,0,0,192
768,1,0,0,192
769,1,0,0,193
770,1,0,0,193
771,1,0,0,193
772,1,0,0,193
773,1,0,0,194
774,1,0,0,194
775,1,0,0,194
776,1,0,0,194
777,1,0,0,195
778,1,0,0,195
779,1,0,0,195
780,1,0,0,195
781,1,0,0,196
782,1,0,0,196
783,1,0,0,196
784,1,0,0,196
785,1,0,0,197
786,1,0,0,197
787,1,0,0,197
788,1,0,0,197
789,1,0,0,198
790,1,0,0,198
791,1,0,0,198
792,1,0,0,198
793,1,135,1,199
794,1,135,1,199
795,1,135,1,199
796,1,0,0,199
797,1,100,5,200
798,1,115,5,200
799,1,130,3,200
800,1,0,0,200
801,1,175,2,201
802,1,175,1,201
803,1,225,1,201
804,1,0,0,201
805,1,160,5,202
806,1,185,6,202
807,1,210,3,202
808,1,0,0,202
809,1,205,3,203
810,1,235,3,203
811,1,265,3,203
812,1,0,0,203
813,1,100,5,204
814,1,115,2,204
815,1,115,2,204
816,1,0,0,204
817,1,0,0,205
818,1,0,0,205
819,1,0,0,205
820,1,0,0,205
821,1,160,3,206
822,1,185,3,206
823,1,205,4,206
824,1,0,0,206
825,1,225,5,207
826,1,250,3,207
827,1,280,2,207
828,1,0,0,207
829,1,90,5,208
830,1,100,3,208
831,1,110,5,208
832,1,0,0,208
833,1,0,0,209
834,1,0,0,209
835,1,0,0,209
836,1,0,0,209
837,1,170,5,210
838,1,195,3,210
839,1,225,2,210
840,1,0,0,210
841,1,225,5,211
842,1,250,3,211
843,1,280,2,211
844,1,0,0,211
845,1,90,5,212
846,1,100,3,212
847,1,110,5,212
848,1,0,0,212
849,1,0,0,213
850,1,0,0,213
851,1,0,0,213
852,1,0,0,213
853,1,170,5,214
854,1,195,3,214
855,1,225,2,214
856,1,0,0,214
857,1,185,7,215
858,1,185,7,215
859,1,185,7,215
860,1,0,0,215
861,1,185,7,216
862,1,185,8,216
863,1,185,7,216
864,1,0,0,216
865,1,185,8,217
866,1,185,8,217
867,1,185,7,217
868,1,0,0,217
869,1,185,8,218
870,1,185,6,218
871,1,185,5,218
872,1,0,0,218
873,1,185,5,219
874,1,185,5,219
875,1,135,8,219
876,1,0,0,219
877,1,185,7,220
878,1,185,7,220
879,1,185,7,220
880,1,0,0,220
881,1,185,7,221
882,1,185,6,221
883,1,185,4,221
884,1,0,0,221
885,1,185,6,222
886,1,185,6,222
887,1,185,6,222
888,1,0,0,222
889,1,185,7,223
890,1,185,6,223
891,1,185,6,223
892,1,0,0,223
893,1,185,7,224
894,1,185,7,224
895,1,185,6,224
896,1,0,0,224
897,1,185,7,225
898,1,185,7,225
899,1,185,7,225
900,1,0,0,225
901,1,185,5,226
902,1,185,7,226
903,1,185,7,226
904,1,0,0,226
905,1,185,6,227
906,1,185,4,227
907,1,165,6,227
908,1,165,5,227
909,1,185,7,228
910,1,185,7,228
911,1,165,8,228
912,1,165,8,228
913,1,185,8,229
914,1,185,8,229
915,1,185,6,229
916,1,165,7,229
917,1,205,7,230
918,1,205,4,230
919,1,185,6,230
920,1,185,6,230
921,1,185,8,231
922,1,205,6,231
923,1,205,6,231
924,1,185,4,231
925,1,185,7,232
926,1,205,7,232
927,1,205,4,232
928,1,185,7,232
929,1,185,7,233
930,1,205,8,233
931,1,205,4,233
932,1,185,5,233
933,1,185,7,234
934,1,225,5,234
935,1,205,6,234
936,1,185,7,234
937,1,225,5,235
938,1,205,5,235
939,1,205,4,235
940,1,185,7,235
941,1,225,5,236
942,1,205,6,236
943,1,205,5,236
944,1,185,5,236
945,1,225,4,237
946,1,205,7,237
947,1,205,5,237
948,1,185,6,237
949,1,75,10,238
950,1,95,10,238
951,1,95,10,238
952,1,0,0,238
953,1,155,8,239
954,1,165,8,239
955,1,175,8,239
956,1,0,0,239
957,1,205,6,240
958,1,225,4,240
959,1,225,3,240
960,1,195,9,240
961,1,95,10,241
962,1,105,10,241
963,1,115,10,241
964,1,0,0,241
965,1,175,8,242
966,1,195,8,242
967,1,195,8,242
968,1,0,0,242
969,1,225,6,243
970,1,205,7,243
971,1,205,3,243
972,1,195,5,243
973,1,115,10,244
974,1,125,10,244
975,1,135,10,244
976,1,0,0,244
977,1,195,8,245
978,1,205,8,245
979,1,215,8,245
980,1,0,0,245
981,1,225,6,246
982,1,215,5,246
983,1,215,4,246
984,1,195,5,246
985,1,135,10,247
986,1,145,10,247
987,1,145,10,247
988,1,0,0,247
989,1,225,8,248
990,1,225,8,248
991,1,235,6,248
992,1,0,0,248
993,1,225,4,249
994,1,215,3,249
995,1,215,5,249
996,1,205,4,249
997,1,155,8,250
998,1,165,8,250
999,1,165,5,250
1000,1,155,8,250
1001,1,245,8,251
1002,1,0,0,251
1003,1,0,0,251
1004,1,0,0,251
1005,1,225,6,252
1006,1,215,5,252
1007,1,215,4,252
1008,1,205,5,252
1009,1,165,8,253
1010,1,165,8,253
1011,1,165,8,253
1012,1,175,8,253
1013,1,265,7,254
1014,1,0,0,254
1015,1,0,0,254
1016,1,0,0,254
1017,1,230,4,255
1018,1,215,5,255
1019,1,215,5,255
1020,1,205,6,255
1021,1,165,8,256
1022,1,175,8,256
1023,1,175,8,256
1024,1,175,8,256
1025,1,285,5,257
1026,1,0,0,257
1027,1,0,0,257
1028,1,0,0,257
1029,1,230,6,258
1030,1,215,5,258
1031,1,215,5,258
1032,1,205,6,258
1033,1,175,8,259
1034,1,175,8,259
1035,1,185,8,259
1036,1,185,10,259
1037,1,300,3,260
1038,1,0,0,260
1039,1,0,0,260
1040,1,0,0,260
1041,1,240,5,261
1042,1,215,5,261
1043,1,215,6,261
1044,1,205,5,261
1045,1,185,8,262
1046,1,195,8,262
1047,1,195,8,262
1048,1,205,8,262
1049,1,300,4,263
1050,1,0,0,263
1051,1,0,0,263
1052,1,0,0,263
1053,1,240,3,264
1054,1,225,4,264
1055,1,215,6,264
1056,1,215,5,264
1057,1,205,6,265
1058,1,215,6,265
1059,1,215,6,265
1060,1,215,6,265
1061,1,300,5,266
1062,1,225,3,266
1063,1,225,5,266
1064,1,225,5,266
1065,1,240,3,267
1066,1,225,5,267
1067,1,225,4,267
1068,1,225,3,267
1069,1,215,6,268
1070,1,215,6,268
1071,1,215,6,268
1072,1,225,6,268
1073,1,315,2,269
1074,1,275,3,269
1075,1,275,4,269
1076,1,275,5,269
1077,1,240,4,270
1078,1,225,5,270
1079,1,225,4,270
1080,1,225,4,270
1081,1,225,6,271
1082,1,225,6,271
1083,1,225,6,271
1084,1,225,6,271
1085,1,315,3,272
1086,1,275,5,272
1087,1,295,3,272
1088,1,275,4,272
1089,1,240,5,273
1090,1,225,5,273
1091,1,225,4,273
1092,1,225,5,273
1093,1,225,4,274
1094,1,225,5,274
1095,1,225,5,274
1096,1,225,3,274
1097,1,315,3,275
1098,1,295,4,275
1099,1,295,3,275
1100,1,275,5,275
1101,1,245,5,276
1102,1,245,4,276
1103,1,245,3,276
1104,1,225,2,276
1105,1,225,5,277
1106,1,225,5,277
1107,1,225,5,277
1108,1,225,3,277
1109,1,315,4,278
1110,1,315,2,278
1111,1,275,5,278
1112,1,275,5,278
1113,1,245,5,279
1114,1,245,2,279
1115,1,245,3,279
1116,1,225,5,279
1117,1,225,5,280
1118,1,225,5,280
1119,1,225,6,280
1120,1,225,6,280
1121,1,315,2,281
1122,1,315,2,281
1123,1,295,2,281
1124,1,295,1,281
1125,1,250,5,282
1126,1,245,4,282
1127,1,245,3,282
1128,1,225,5,282
1129,1,235,5,283
1130,1,235,5,283
1131,1,235,5,283
1132,1,235,5,283
1133,1,315,5,284
1134,1,315,3,284
1135,1,295,3,284
1136,1,275,5,284
1137,1,250,5,285
1138,1,250,3,285
1139,1,250,3,285
1140,1,225,4,285
1141,1,245,5,286
1142,1,245,5,286
1143,1,245,5,286
1144,1,245,5,286
1145,1,325,3,287
1146,1,315,2,287
1147,1,315,1,287
1148,1,295,1,287
1149,1,225,5,288
1150,1,145,8,288
1151,1,145,10,288
1152,1,145,8,288
1153,1,225,6,289
1154,1,145,11,289
1155,1,145,9,289
1156,1,145,9,289
1157,1,325,4,290
1158,1,315,3,290
1159,1,315,2,290
1160,1,275,5,290
1161,1,255,2,291
1162,1,225,7,291
1163,1,225,4,291
1164,1,225,3,291
1165,1,250,5,292
1166,1,250,5,292
1167,1,250,5,292
1168,1,250,5,292
1169,1,325,5,293
1170,1,315,3,293
1171,1,315,3,293
1172,1,295,5,293
1173,1,255,3,294
1174,1,235,5,294
1175,1,235,4,294
1176,1,225,2,294
1177,1,260,5,295
1178,1,260,5,295
1179,1,260,5,295
1180,1,260,5,295
1181,1,345,3,296
1182,1,315,2,296
1183,1,225,5,296
1184,1,225,5,296
1185,1,245,5,297
1186,1,235,5,297
1187,1,235,5,297
1188,1,235,3,297
1189,1,255,5,298
1190,1,275,5,298
1191,1,265,5,298
1192,1,265,5,298
1193,1,335,5,299
1194,1,315,5,299
1195,1,315,4,299
1196,1,295,5,299
1197,1,255,3,300
1198,1,245,4,300
1199,1,235,5,300
1200,1,235,4,300
1201,1,270,5,301
1202,1,270,5,301
1203,1,275,5,301
1204,1,270,5,301
1205,1,345,3,302
1206,1,315,5,302
1207,1,315,5,302
1208,1,315,5,302
1209,1,255,3,303
1210,1,245,4,303
1211,1,235,3,303
1212,1,225,2,303
1213,1,275,5,304
1214,1,275,5,304
1215,1,275,5,304
1216,1,275,5,304
1217,1,345,5,305
1218,1,335,3,305
1219,1,325,5,305
1220,1,315,4,305
1221,1,255,4,306
1222,1,245,4,306
1223,1,235,4,306
1224,1,225,4,306
1225,1,285,5,307
1226,1,275,5,307
1227,1,275,5,307
1228,1,275,5,307
1229,1,355,5,308
1230,1,335,3,308
1231,1,325,5,308
1232,1,315,5,308
1233,1,255,5,309
1234,1,245,5,309
1235,1,235,5,309
1236,1,235,4,309
1237,1,295,5,310
1238,1,295,5,310
1239,1,295,5,310
1240,1,295,5,310
1241,1,355,5,311
1242,1,335,4,311
1243,1,325,5,311
1244,1,315,5,311
1245,1,260,4,312
1246,1,245,5,312
1247,1,245,4,312
1248,1,235,2,312
1249,1,315,5,313
1250,1,295,5,313
1251,1,295,5,313
1252,1,295,5,313
1253,1,355,5,314
1254,1,335,5,314
1255,1,325,5,314
1256,1,315,5,314
1257,1,165,5,315
1258,1,190,5,315
1259,1,220,8,315
1260,1,0,0,315
1261,1,210,5,316
1262,1,240,5,316
1263,1,270,9,316
1264,1,0,0,316
1265,1,90,5,317
1266,1,100,5,317
1267,1,115,10,317
1268,1,0,0,317
1269,1,235,5,318
1270,1,270,5,318
1271,1,305,8,318
1272,1,0,0,318
1273,1,180,3,319
1274,1,205,3,319
1275,1,230,8,319
1276,1,0,0,319
1277,1,210,3,320
1278,1,240,3,320
1279,1,290,7,320
1280,1,0,0,320
1281,1,95,3,321
1282,1,110,3,321
1283,1,120,8,321
1284,1,0,0,321
1285,1,250,3,322
1286,1,280,3,322
1287,1,325,5,322
1288,1,0,0,322
1289,1,190,5,323
1290,1,220,3,323
1291,1,245,3,323
1292,1,0,0,323
1293,1,240,5,324
1294,1,270,3,324
1295,1,305,6,324
1296,1,0,0,324
1297,1,100,5,325
1298,1,115,3,325
1299,1,130,6,325
1300,1,0,0,325
1301,1,270,5,326
1302,1,305,3,326
1303,1,340,3,326
1304,1,0,0,326
1305,1,105,5,327
1306,1,130,5,327
1307,1,155,5,327
1308,1,0,0,327
1309,1,130,5,328
1310,1,160,5,328
1311,1,190,5,328
1312,1,0,0,328
1313,1,55,5,329
1314,1,70,5,329
1315,1,80,5,329
1316,1,0,0,329
1317,1,145,5,330
1318,1,180,5,330
1319,1,215,5,330
1320,1,0,0,330
1321,1,175,5,331
1322,1,200,5,331
1323,1,225,6,331
1324,1,0,0,331
1325,1,220,5,332
1326,1,255,5,332
1327,1,285,6,332
1328,1,0,0,332
1329,1,95,5,333
1330,1,110,5,333
1331,1,120,8,333
1332,1,0,0,333
1333,1,245,5,334
1334,1,285,5,334
1335,1,320,6,334
1336,1,0,0,334
1337,1,185,3,335
1338,1,210,3,335
1339,1,240,5,335
1340,1,0,0,335
1341,1,285,3,336
1342,1,225,3,336
1343,1,305,3,336
1344,1,0,0,336
1345,1,100,3,337
1346,1,115,3,337
1347,1,130,6,337
1348,1,0,0,337
1349,1,265,3,338
1350,1,300,3,338
1351,1,340,4,338
1352,1,0,0,338
1353,1,200,5,339
1354,1,225,3,339
1355,1,250,4,339
1356,1,0,0,339
1357,1,255,5,340
